30.2822095,120.0298785,0
30.2813834,120.0208692,1
30.2807347,120.0181162,2
30.2812694,120.0164896,3
30.2722755,120.0360893,4
30.2829117,120.0132282,5
30.28347,120.0041341,6
30.2815912,120.0043481,7
30.2850669,120.0287019,8
30.2800295,120.0047967,9
30.2817183,120.0014057,10
30.2830504,120.0089554,11
30.2839149,120.0086986,12
30.283765,120.0087464,13
30.2834806,120.0128822,14
30.2845843,120.0126467,15
30.2773488,120.0192733,16
30.2756822,120.0240579,17
30.2859473,120.0254087,18
30.2880736,120.0376672,19
30.2809764,120.0163556,20
30.2948419,120.0013263,21
30.2878766,119.9963945,22
30.2889744,119.9972177,23
30.2895443,119.9986176,24
30.2731107,119.9941366,25
30.2797393,120.0200507,26
30.280243,120.0202183,27
30.2818517,120.0162389,28
30.2798158,120.0209158,29
30.2807915,120.012213,30
30.2867985,120.0095643,31
30.2917593,119.9960368,32
30.280062,120.0026345,33
30.2814834,120.0271893,34
30.2782701,120.0305435,35
30.2738764,120.023538,36
30.2940167,120.0183196,37
30.2945881,120.0301596,38
30.2880269,120.0180535,39
30.2873589,120.01119,40
30.2860801,120.0065186,41
30.2821497,120.0000218,42
30.2919933,120.0031878,43
30.2923694,120.0045836,44
30.2931333,120.0083167,45
30.294444,120.0088305,46
30.2867251,119.9911915,47
30.2774066,120.0062121,48
30.2786765,119.9939171,49
30.2810274,120.017409,50
30.2695375,119.9942505,51
30.2677092,120.003301,52
30.2783441,120.0039375,53
30.2707394,120.0195928,54
30.2821529,120.0292275,55
30.2726684,120.023907,56
30.2532675,120.0219261,57
30.2951818,119.992923,58
30.2917992,119.9989889,59
30.3017567,120.0245447,60
30.2930471,119.9970688,61
30.2919798,119.9945,62
30.2776326,120.0134161,63
30.2725467,120.0214807,64
30.2712086,120.0086261,65
30.2748333,120.0149123,66
30.2746659,119.9912838,67
30.2886549,119.989606,68
30.2922822,119.9963387,69
30.2849665,120.001701,70
30.2819151,120.000544,71
30.2896787,120.0072676,72
30.2937202,120.0045397,73
30.2921132,120.0063128,74
30.2927987,120.0195322,75
30.2858135,120.0292512,76
30.2894346,120.0132933,77
30.2892163,120.0085022,78
30.2731698,120.0220876,79
30.2878772,120.0133884,80
30.2832692,120.015604,81
30.2852517,120.0246805,82
30.2795148,120.0139284,83
30.2881352,120.0073298,84
30.2779075,119.9958847,85
30.2868973,120.021756,86
30.2793797,120.0282558,87
30.27664,120.0198444,88
30.2873383,120.0190766,89
30.2781104,120.0117151,90
30.2898061,119.9945564,91
30.2789693,119.9904939,92
30.2845407,120.0283354,93
30.2832062,120.0124972,94
30.2898862,119.9954999,95
30.3070412,120.1108586,96
30.2953274,120.0426668,97
30.2899399,120.0422307,98
30.2776061,120.0167547,99
