100,77,0,"""mid:100""","""mid:77""",0.006731015655542478
100,32,0,"""mid:100""","""mid:32""",0.39537454069791833
100,96,0,"""mid:100""","""mid:96""",0.9028192798344113
100,11,0,"""mid:100""","""mid:11""",0.5222023538697602
100,53,0,"""mid:100""","""mid:53""",0.5247615015910048
100,69,0,"""mid:100""","""mid:69""",0.8946524457730406
100,84,0,"""mid:100""","""mid:84""",0.22056953770321527
100,72,0,"""mid:100""","""mid:72""",0.36615830461179844
101,84,0,"""mid:101""","""mid:84""",0.5234498195685043
102,2,0,"""mid:102""","""mid:2""",0.44568480965229396
102,25,0,"""mid:102""","""mid:25""",0.4802123692624443
102,89,0,"""mid:102""","""mid:89""",0.6061115934212686
102,83,0,"""mid:102""","""mid:83""",0.538800093577216
102,2,0,"""mid:102""","""mid:2""",0.9628603244760581
103,26,0,"""mid:103""","""mid:26""",0.7568269429789674
103,60,0,"""mid:103""","""mid:60""",0.5846410489485265
103,91,0,"""mid:103""","""mid:91""",0.7263932661194075
103,80,0,"""mid:103""","""mid:80""",0.6643337805689692
103,73,0,"""mid:103""","""mid:73""",0.29242953294456075
104,90,0,"""mid:104""","""mid:90""",0.010924384860798187
104,33,0,"""mid:104""","""mid:33""",0.10011183572676643
104,17,0,"""mid:104""","""mid:17""",0.215310249582235
104,4,0,"""mid:104""","""mid:4""",0.15263502010382018
104,61,0,"""mid:104""","""mid:61""",0.07042256325781165
104,91,0,"""mid:104""","""mid:91""",0.40955865887833337
104,23,0,"""mid:104""","""mid:23""",0.7512518148369375
104,4,0,"""mid:104""","""mid:4""",0.9932493768080511
104,63,0,"""mid:104""","""mid:63""",0.3014218271874304
105,58,0,"""mid:105""","""mid:58""",0.6393405443063251
106,71,0,"""mid:106""","""mid:71""",0.05844311037909955
106,55,0,"""mid:106""","""mid:55""",0.5993620768999348
106,43,0,"""mid:106""","""mid:43""",0.08014909028511467
106,68,0,"""mid:106""","""mid:68""",0.3815371011190422
107,45,0,"""mid:107""","""mid:45""",0.07585364323918367
107,49,0,"""mid:107""","""mid:49""",0.003534373895850019
108,43,0,"""mid:108""","""mid:43""",0.08579695981387453
109,60,0,"""mid:109""","""mid:60""",0.016091506983608332
109,63,0,"""mid:109""","""mid:63""",0.9127042255512231
109,21,0,"""mid:109""","""mid:21""",0.07580374561332696
109,0,0,"""mid:109""","""mid:0""",0.9060931508527215
109,7,0,"""mid:109""","""mid:7""",0.6296640243454231
109,80,0,"""mid:109""","""mid:80""",0.4386359474196074
110,2,0,"""mid:110""","""mid:2""",0.22425361892178694
110,25,0,"""mid:110""","""mid:25""",0.0897926152445836
111,24,0,"""mid:111""","""mid:24""",0.789597007143159
111,97,0,"""mid:111""","""mid:97""",0.5908593063122798
111,95,0,"""mid:111""","""mid:95""",0.7113396586631783
111,41,0,"""mid:111""","""mid:41""",0.20183403828054136
111,15,0,"""mid:111""","""mid:15""",0.5469163020856097
111,13,0,"""mid:111""","""mid:13""",0.5929104098283352
111,78,0,"""mid:111""","""mid:78""",0.09396796540646606
112,79,0,"""mid:112""","""mid:79""",0.5832415637511533
113,67,0,"""mid:113""","""mid:67""",0.14337084612800224
113,68,0,"""mid:113""","""mid:68""",0.2881098763172168
113,97,0,"""mid:113""","""mid:97""",0.31623398912911777
113,22,0,"""mid:113""","""mid:22""",0.40889498828728893
113,23,0,"""mid:113""","""mid:23""",0.9818038040668121
113,55,0,"""mid:113""","""mid:55""",0.551391780305267
113,15,0,"""mid:113""","""mid:15""",0.39776348382600996
113,62,0,"""mid:113""","""mid:62""",0.5837805481184722
113,3,0,"""mid:113""","""mid:3""",0.34504438225806444
114,50,0,"""mid:114""","""mid:50""",0.06470845331559032
114,31,0,"""mid:114""","""mid:31""",0.3934613432723424
114,21,0,"""mid:114""","""mid:21""",0.6705659007688932
114,96,0,"""mid:114""","""mid:96""",0.9585949986610341
114,36,0,"""mid:114""","""mid:36""",0.9682018011868708
